adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
False,2,1414187,Visual Effects,Robert Weaver,Robert Weaver,0.7264,/xNw081uDab9tAk70An9DRXR0hsk.jpg,5bc6407a92514179ca07a640,Crew,Sequence Supervisor
False,0,2152360,Crew,Carla Morris,Carla Morris,0.0286,,5bc640b7c3a3682d5907aa80,Crew,Software Engineer
False,0,2152387,Visual Effects,Tyler Hockett,Tyler Hockett,0.0362,,5bc643920e0a266e5b0859e4,Visual Effects,VFX Editor
False,0,2152392,Visual Effects,Chris Fregoso,Chris Fregoso,0.0338,,5bc643da92514179b60794bf,Visual Effects,Visual Effects
False,0,2152322,Crew,James French,James French,0.0214,,5bc63bca92514179b6078bee,Crew,Prop Maker
False,0,2152335,Crew,Peter Osborne,Peter Osborne,0.0387,,5bc63c4c0e0a266e64084f74,Crew,Prop Maker
False,0,2152338,Crew,Robert Ju,Robert Ju,0.0071,,5bc63c7892514179ca07a14c,Crew,Prop Maker
False,0,2152339,Crew,Ryk Fortuna,Ryk Fortuna,0.0635,,5bc63c7f92514179b6078d1e,Crew,Prop Maker
False,0,1129461,Production,Hannah Clarke,Hannah Clarke,0.1979,,5bc63d48c3a3682d530780ed,Production,Publicist
False,2,2152388,Visual Effects,Billy-Vu Lam,Billy-Vu Lam,0.0214,,5bc643b5c3a3682d5907ad93,Visual Effects,Visual Effects
False,0,2152363,Crew,Eric Soulvie,Eric Soulvie,0.0214,,5bc640fd0e0a263eb3011c05,Crew,Software Engineer
False,0,2152376,Crew,Wendy Lloyd,Wendy Lloyd,0.0214,,5bc642cfc3a3682d4b0882dd,Crew,Software Engineer
False,0,2152357,Crew,Antoine Bouthors,Antoine Bouthors,0.0143,,5bc640960e0a266e5407faac,Crew,Software Engineer
False,0,2152374,Crew,Paul-George H. Roberts,Paul-George H. Roberts,0.0487,,5bc642b6c3a3682d5907ac81,Crew,Software Engineer
False,2,1605033,Camera,Jacopo Pantaleoni,Jacopo Pantaleoni,0.0214,/fSbZA5EnM3104YYJhsh8P1d9LU2.jpg,5bc641f792514179c1078025,Crew,Software Engineer
False,0,2152359,Crew,Boon Hean Low,Boon Hean Low,0.0143,,5bc640a6c3a3682d4b088049,Crew,Software Engineer
False,0,2152373,Crew,Paolo Emilio Selva,Paolo Emilio Selva,0.0143,,5bc642af92514179ae080851,Crew,Software Engineer
False,0,2152390,Visual Effects,C. Jerome Williams,C. Jerome Williams,0.0361,,5bc643c892514179c40786e8,Visual Effects,Visual Effects
False,2,1403503,Visual Effects,Daniel Chavez,Daniel Chavez,0.2,,5bc644df0e0a266e5407ff04,Visual Effects,Visual Effects
False,0,2152425,Visual Effects,Leonardo Martinez,Leonardo Martinez,0.0214,,5bc64968925141446701fdc1,Visual Effects,Visual Effects
False,0,1736882,Visual Effects,Loeng Wong-Savun,Loeng Wong-Savun,0.0731,,5bc64970c3a3682d4b088a17,Visual Effects,Visual Effects
False,2,1445971,Visual Effects,Peng Ke,Peng Ke,0.0404,,5bc64991c3a3681109012e9f,Visual Effects,Visual Effects
False,2,2152434,Visual Effects,Bryan Searing,Bryan Searing,0.1479,,5bc64a15c3a3681109012f62,Visual Effects,Visual Effects Coordinator
False,0,2152422,Visual Effects,Kenneth Quinn Brown,Kenneth Quinn Brown,0.0362,,5bc6493e925141620c024dbe,Visual Effects,Visual Effects
False,0,2152430,Visual Effects,T.J. Burke,T.J. Burke,0.0071,,5bc649b392514179ae08108e,Visual Effects,Visual Effects
False,0,2152433,Visual Effects,York N. Schueller,York N. Schueller,0.0143,,5bc649e392514179c40790c1,Visual Effects,Visual Effects
False,0,1990261,Visual Effects,Crystal Choo,Crystal Choo,0.0357,,5bc64a5f0e0a263eb301265c,Visual Effects,Visual Effects Coordinator
False,0,1951423,Visual Effects,Shigeharu Tomotoshi,Shigeharu Tomotoshi,0.0964,,5bc649abc3a3682d4e07dc23,Visual Effects,Visual Effects
False,0,1805192,Visual Effects,John A. Patterson,John A. Patterson,0.0286,,5bc64dac0e0a266e6b081c8d,Visual Effects,Visual Effects Technical Director
False,0,1457338,Crew,Ronnie Menahem,Ronnie Menahem,0.0434,,5bc64dd60e0a266e64086333,Visual Effects,Visual Effects Technical Director
False,0,2152465,Visual Effects,Thomas P. Bolt,Thomas P. Bolt,0.0143,,5bc64ddfc3a3682d6008a1d6,Visual Effects,Visual Effects Technical Director
False,0,2152418,Visual Effects,Gizmo Rivera,Gizmo Rivera,0.0143,,5bc648dd0e0a266e5408041a,Visual Effects,Visual Effects
False,0,1621770,Visual Effects,Louise Bertrand,Louise Bertrand,0.048,,5bc64a820e0a266e5708583e,Visual Effects,Visual Effects Coordinator
False,2,937975,Visual Effects,Pierre Buffin,Pierre Buffin,0.4781,/s68NESVKj8jC3m3WVxapCt3a9hF.jpg,5bc64cfdc3a3682d44089063,Visual Effects,Visual Effects Supervisor
False,2,128635,Writing,Joshua Cordes,Joshua Cordes,0.1577,,5bc649340e0a263eb30124ec,Visual Effects,Visual Effects
False,0,2152424,Visual Effects,Laura Sevilla,Laura Sevilla,0.0379,,5bc649580e0a266e5d086122,Visual Effects,Visual Effects
False,0,1569833,Editing,Chris McClintock,Chris McClintock,0.0445,,5bc64a5892514179b6079b50,Visual Effects,Visual Effects Coordinator
False,0,2087195,Visual Effects,Tony Meagher,Tony Meagher,0.0239,,5bc649d30e0a266e64085efd,Visual Effects,Visual Effects
False,2,6038,Visual Effects,Greg Strause,Greg Strause,0.1928,/uYLWnaZ0yTR24ykfgkROElCwiP6.jpg,5bc648fac3a3682d4e07db85,Visual Effects,Visual Effects
False,0,1614087,Visual Effects,Nancy Lamontagne,Nancy Lamontagne,0.0429,,5bc64aab0e0a266e5b0860be,Visual Effects,Visual Effects Coordinator
False,0,2152450,Visual Effects,Laura Zentil,Laura Zentil,0.0256,,5bc64bfd92514179ae08142e,Visual Effects,Visual Effects Producer
False,0,113140,Visual Effects,Daniel Leduc,Daniel Leduc,0.4859,,5bc64c80c3a3682d4e07df2c,Visual Effects,Visual Effects Producer
False,0,2152428,Visual Effects,Marcus Erbar,Marcus Erbar,0.0404,,5bc64980c3a3682d4708c89b,Visual Effects,Visual Effects
False,0,2117610,Visual Effects,Charlyn Go,Charlyn Go,0.0475,,5bc64a2592514179ba07fbc6,Visual Effects,Visual Effects Coordinator
False,1,2152448,Crew,Robin Prybil,Robin Prybil,0.0264,,5bc64bed0e0a266e5d08637e,Crew,Executive Visual Effects Producer
False,0,1426250,Writing,Adrien Toupet,Adrien Toupet,0.0214,,5bc64d2792514179ba07fed2,Visual Effects,Visual Effects Technical Director
False,0,2152401,Visual Effects,Chun Seong Ng,Chun Seong Ng,0.0404,,5bc644c40e0a266e57085334,Visual Effects,Visual Effects
False,2,6037,Visual Effects,Colin Strause,Colin Strause,0.2128,/l2kKglzUn9j2Hgio3lBzOXErHfc.jpg,5bc644cd0e0a266e5708533e,Visual Effects,Visual Effects
False,0,1958466,Visual Effects,Tamer Eldib,Tamer Eldib,0.0457,,5bc649bc925141446701fe11,Visual Effects,Visual Effects
False,0,1938347,Visual Effects,Myléne Guérin,Myléne Guérin,0.0143,,5bc64aa40e0a263eb30126bb,Visual Effects,Visual Effects Coordinator
False,0,1545984,Visual Effects,Maricel Pagulayan,Maricel Pagulayan,0.0942,,5bc64c6f0e0a266e6b081b51,Visual Effects,Visual Effects Producer
False,0,2152454,Visual Effects,Mathilde Tollec,Mathilde Tollec,0.0214,,5bc64cf60e0a266e5d086488,Visual Effects,Visual Effects Supervisor
False,0,2138850,Visual Effects,Jayandera Danappal,Jayandera Danappal,0.0143,,5bc64da5c3a3682d4e07dffb,Visual Effects,Visual Effects Technical Director
False,0,2152423,Visual Effects,Kim LeBrane,Kim LeBrane,0.0411,,5bc64946925141446701fd8d,Visual Effects,Visual Effects
False,0,2152429,Visual Effects,Miguel A. Guerrero,Miguel A. Guerrero,0.0389,,5bc64988c3a3682d53078c93,Visual Effects,Visual Effects
False,0,1938348,Visual Effects,Anouk L'Heureux,Anouk L'Heureux,0.3755,,5bc649ecc3a3682d4e07dcbb,Visual Effects,Visual Effects Coordinator
False,0,1367826,Visual Effects,Brice Liesveld,Brice Liesveld,0.0645,,5bc64a0d0e0a266e57085806,Visual Effects,Visual Effects Coordinator
False,0,2152436,Visual Effects,Matthew Sabourin,Matthew Sabourin,0.0261,,5bc64a8bc3a3682d5907b3a7,Visual Effects,Visual Effects Coordinator
False,0,2147042,Visual Effects,Ben Frost,Ben Frost,0.0143,,5bc64d6d92514179b6079dc9,Visual Effects,Visual Effects Technical Director
False,0,2152466,Visual Effects,Will Elsdale,Will Elsdale,0.0607,,5bc64de70e0a266e5b08650d,Visual Effects,Visual Effects Technical Director
False,0,2150183,Visual Effects,Laia Alomar,Laia Alomar,0.0362,,5bc64a690e0a266e6b08195f,Visual Effects,Visual Effects Coordinator
False,0,113140,Visual Effects,Daniel Leduc,Daniel Leduc,0.4859,,5bc64c8d0e0a266e6b081b60,Visual Effects,VFX Supervisor
False,2,1410188,Visual Effects,Tim Webber,Tim Webber,0.1957,/3PvfeqrjGuRrCSDnJYOUlZ70fO7.jpg,5bc64d04c3a3682d53078f0e,Visual Effects,Visual Effects Supervisor
False,2,2152458,Visual Effects,Guillaume Fradin,Guillaume Fradin,0.0143,,5bc64d980e0a266e57085c23,Visual Effects,Visual Effects Technical Director
False,0,2152459,Visual Effects,Gunnar Radeloff,Gunnar Radeloff,0.0289,,5bc64d9e92514179c40793e4,Visual Effects,Visual Effects Technical Director
False,0,1738653,Visual Effects,Molly Pabian,Molly Pabian,0.0327,,5bc64a9dc3a3682d4b088b32,Visual Effects,Visual Effects Coordinator
False,2,1418397,Visual Effects,Erik Winquist,Erik Winquist,0.1549,/2q4s5M8pSjq5BUrk6PqmscEll5G.jpg,5bc64cefc3a3682d53078f00,Visual Effects,Visual Effects Supervisor
False,0,2152097,Visual Effects,Andreas Vrhovsek,Andreas Vrhovsek,0.0143,,5bc64d2fc3a3682d53078f2e,Visual Effects,Visual Effects Technical Director
False,0,2152460,Visual Effects,Kawaldeep Singh,Kawaldeep Singh,0.0143,,5bc64db30e0a263eb301290d,Visual Effects,Visual Effects Technical Director
False,0,2152461,Visual Effects,Mariano Blanc,Mariano Blanc,0.0214,,5bc64dbf92514179c4079411,Visual Effects,Visual Effects Technical Director
False,0,2152464,Visual Effects,Pierre Grage,Pierre Grage,0.0214,,5bc64dccc3a3682d6008a1c9,Visual Effects,Visual Effects Technical Director
False,0,2152427,Visual Effects,Marco Capparelli,Marco Capparelli,0.0214,,5bc64978c3a3682d4e07dbf3,Visual Effects,Visual Effects
False,0,1957388,Visual Effects,Cara Tallulha Davies,Cara Tallulha Davies,0.0214,,5bc64a1d92514179c40790f1,Visual Effects,Visual Effects Coordinator
False,0,2152437,Visual Effects,Mikael Jaeger Jensen,Mikael Jaeger Jensen,0.0071,,5bc64a95c3a3681109012fec,Visual Effects,Visual Effects Coordinator
False,0,2012634,Lighting,Antoine Deschamps,Antoine Deschamps,0.0404,,5bc64ce5c3a3682d44089041,Visual Effects,Visual Effects Supervisor
False,2,2152455,Visual Effects,Florian Hu,Florian Hu,0.0286,,5bc64d820e0a263eb30128e0,Visual Effects,Visual Effects Technical Director
False,0,2152399,Visual Effects,Chris Radcliffe,Chris Radcliffe,0.076,,5bc644bac3a3682d5907ae8f,Visual Effects,Visual Effects
False,0,2152416,Visual Effects,David Michaels,David Michaels,0.0311,,5bc6489a92514179ae080f83,Visual Effects,Visual Effects
False,0,1585731,Visual Effects,Joe Harkins,Joe Harkins,0.0571,,5bc6490fc3a3681109012e42,Visual Effects,Visual Effects
False,0,1958467,Visual Effects,Krystal Sae Eua,Krystal Sae Eua,0.0256,,5bc6494f92514179c107874e,Visual Effects,Visual Effects
False,0,2152432,Visual Effects,Tulio Hernandez,Tulio Hernandez,0.0214,,5bc649dc0e0a266e64085f09,Visual Effects,Visual Effects
False,0,1769921,Production,Tripp Hudson,Tripp Hudson,0.1734,,5bc64c7792514179c10789ab,Visual Effects,Visual Effects Producer
False,0,1457339,Visual Effects,David Caeiro Cebrián,David Caeiro Cebrián,0.0261,,5bc64d760e0a266e5408084a,Visual Effects,Visual Effects Technical Director
False,0,1724239,Art,Steve Riera,Steve Riera,0.0922,,5bc64ab492514179ae0811ec,Visual Effects,Visual Effects Coordinator
False,0,1436309,Editing,Craig Tanner,Craig Tanner,0.057,,5bc64b300e0a266e54080648,Crew,Visual Effects Editor
False,0,2152451,Visual Effects,Fenella Stratton,Fenella Stratton,0.0071,,5bc64ca192514179ba07fdf7,Visual Effects,VFX Production Coordinator
False,0,1458131,Visual Effects,Francois Sugny,Francois Sugny,0.0214,,5bc64d8992514179c1078a7e,Visual Effects,Visual Effects Technical Director
False,0,2152463,Visual Effects,Martin Halle,Martin Halle,0.0214,,5bc64dc6c3a3682d44089169,Visual Effects,Visual Effects Technical Director
False,0,2000423,Visual Effects,Marcus Goodwin,Marcus Goodwin,0.0071,,5bc64cadc3a3682d5907b5a7,Visual Effects,VFX Production Coordinator
False,0,113158,Crew,Pierre Raymond,Pierre Raymond,0.4142,,5bc64b5f0e0a266e5b086178,Crew,Executive Visual Effects Producer
False,0,2152456,Visual Effects,Garry Runke,Garry Runke,0.0338,,5bc64d90c3a3682d6008a193,Visual Effects,Visual Effects Technical Director
False,2,1418395,Visual Effects,Joe Letteri,Joe Letteri,0.4375,/h78NwmQqVNr1xcrjPfqpM0nuJO2.jpg,5d2de1a166e4690010808b4c,Visual Effects,Senior Visual Effects Supervisor
False,2,1711549,Sound,David Lee,David Lee,0.4615,,5dacdbb0174a870019a8e179,Sound,Sound Mixer
False,2,2454671,Visual Effects,Graham Binding,Graham Binding,0.1472,,5dc8b1b26c0e4f00133bed0f,Visual Effects,Senior Animator
False,2,1427569,Visual Effects,Jerad Marantz,Jerad Marantz,0.2042,,5f2971047a3c5200383c3437,Visual Effects,Character Designer
False,2,2082714,Acting,Daniel Falconer,Daniel Falconer,0.646,/fFFVoytccWQV8ludHjFfP7TukK1.jpg,5f2e70de0c0b380032dd8f6c,Art,Sculptor
False,0,1452643,Costume & Make-Up,Roxane Griffin,Roxane Griffin,0.6447,,5f53ad00d705940033cc1007,Costume & Make-Up,Hair Department Head
False,0,2011008,Visual Effects,Bruce Franklin,Bruce Franklin,0.0486,,5f45a55974d6c00035c63775,Visual Effects,Visual Effects Production Manager
False,0,2886609,Visual Effects,Robert Hubbard,Robert Hubbard,0.0143,,5fcfb18695c0af0041aa349f,Visual Effects,Visual Effects
False,1,2144530,Production,Holly Jeter,Holly Jeter,0.0552,,66e7e03a9dfbbdf0e6cfe577,Art,Art Department Assistant
False,2,3846323,Visual Effects,Dan Cox,Dan Cox,0.0858,/8A7Za8sD6ZhtWJhOx4ELPaJOtOF.jpg,66f1fe3c7300a5ba213bc99e,Crew,CG Supervisor
False,0,2151297,Visual Effects,Kory Juul,Kory Juul,0.0357,,6754966b501d49f3dc92e109,Visual Effects,Compositing Artist
False,0,2468764,Visual Effects,Christopher Ivins,Christopher Ivins,0.0362,,6765ea5f03a3aa533090e59f,Crew,Compositor
False,0,2152390,Visual Effects,C. Jerome Williams,C. Jerome Williams,0.0361,,676f336dbf10ff1984618528,Visual Effects,Visual Effects Supervisor
False,0,5146937,Visual Effects,Glenn Anderson,Glenn Anderson,0.081,,677110dd77e2b6d478927741,Visual Effects,Visual Effects Coordinator
False,0,1557616,Visual Effects,Julian Bryant,Julian Bryant,0.7541,,67711948fbe3722a98613a48,Visual Effects,Digital Compositor
False,2,1418384,Visual Effects,Paul Story,Paul Story,1.1516,/DEsoDClRN2TtT0YEpVierpVF6e.jpg,67be7a6841bb14f30956100c,Visual Effects,Senior Animator
False,2,2701365,Visual Effects,Stuart Penn,Stuart Penn,0.1176,/lrs1JHNsmuugwH85UV9JSFeQT8L.jpg,67f40423ddf9194387d98cd8,Visual Effects,Modeling
False,2,2032315,Visual Effects,Simon Brown,Simon Brown,0.0311,,68137cbc4efdedb334fc704f,Visual Effects,Visual Effects
False,2,1457337,Visual Effects,Alexander Nowotny,Alexander Nowotny,0.1182,/hFbRV11ViC0ten0iz5DTeJOYFRW.jpg,684d4e2224c39ef4e51ec474,Visual Effects,VFX Artist
False,2,1658697,Visual Effects,Adam Azmy,Adam Azmy,0.0362,,68a04f7bd89b8becc40bf977,Visual Effects,Compositing Artist
False,2,2155909,Visual Effects,Charles Tait,Charles Tait,0.0693,/5bDNvinnZ3kdeWSi3FVg44Rpj05.jpg,68e3d393fd8100940ec22a81,Visual Effects,Compositing Artist
False,2,5745054,Visual Effects,Kevin Sherwood,Kevin Sherwood,0.0725,/hguR1Laz59aSvY2WS4PCeYxTont.jpg,68ebc923ce257c173e9fdd10,Visual Effects,Visual Effects Production Manager
False,2,490,Production,Colin Wilson,Colin Wilson,0.1209,/jcPyj11WATIaAS9Uzk5DcSBHj3y.jpg,691265abd0450fa3063a3407,Production,Unit Production Manager
False,2,12891,Writing,Joss Whedon,Joss Whedon,0.9357,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,52fe4495c3a368484e02b1a1,Directing,Director
False,2,12891,Writing,Joss Whedon,Joss Whedon,0.9357,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,52fe4495c3a368484e02b1ab,Writing,Screenplay
False,2,7626,Production,Avi Arad,Avi Arad,0.5493,/cxmqw0anGfxC7RwUNQj3EwhX9pP.jpg,52fe4495c3a368484e02b1b1,Production,Executive Producer
False,2,41018,Production,Chris Brigham,Chris Brigham,1.0569,,52fe4495c3a368484e02b1b7,Production,Executive Producer
False,2,57027,Production,Louis D'Esposito,Louis D'Esposito,0.8776,/mPy6hxHrHoEOWdljLyZM6DNBSPn.jpg,52fe4495c3a368484e02b1bd,Production,Executive Producer
False,2,15277,Acting,Jon Favreau,Jon Favreau,3.4642,/tnx7iMVydPQXGOoLsxXl84PXtbA.jpg,52fe4495c3a368484e02b1c3,Production,Executive Producer
False,2,10850,Production,Kevin Feige,Kevin Feige,1.051,/2XZT80gR72to084pEj4f0SCDmDn.jpg,52fe4495c3a368484e02b1c9,Production,Producer
False,2,37,Sound,Alan Silvestri,Alan Silvestri,0.9615,/feUZ0Oc1MGJJbUronBbkHTmJzgy.jpg,52fe4495c3a368484e02b1cf,Sound,Original Music Composer
False,2,35176,Editing,Jeffrey Ford,Jeffrey Ford,0.1576,/fJePTuHsOeT8z4D6LFZlSMkDEqF.jpg,52fe4495c3a368484e02b1db,Editing,Editor
False,2,11011,Writing,Zak Penn,Zak Penn,0.3173,/5Zx3o1Fmlu4sIYq4xn5WLyK2GNM.jpg,52fe4495c3a368484e02b1e1,Writing,Story
False,2,12891,Writing,Joss Whedon,Joss Whedon,0.9357,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,52fe4495c3a368484e02b1e7,Writing,Story
False,1,113674,Production,Victoria Alonso,Victoria Alonso,0.2809,/xF7Qe1tqgk9KtY8kThKHBWhMqxc.jpg,52fe4495c3a368484e02b1f3,Production,Executive Producer
False,2,113672,Production,Alan Fine,Alan Fine,0.612,,52fe4495c3a368484e02b1f9,Production,Executive Producer
False,2,113675,Production,Jeremy Latcham,Jeremy Latcham,0.1646,,52fe4495c3a368484e02b1ff,Production,Executive Producer
False,1,1018965,Editing,Lisa Lassek,Lisa Lassek,0.4369,,52fe4495c3a368484e02b205,Editing,Editor
False,1,13009,Costume & Make-Up,Alexandra Byrne,Alexandra Byrne,0.3002,/aP0ueqqGU3ms8ffkEGFCypfGovw.jpg,52fe4495c3a368484e02b211,Costume & Make-Up,Costume Design
False,2,18866,Writing,Jack Kirby,Jack Kirby,3.0951,/nSD0Q3gt7SQpsqyScRoUp1Hjh60.jpg,52fe4495c3a368484e02b21d,Writing,Characters
False,2,1090114,Visual Effects,Ryan Jeremy Woodward,Ryan Jeremy Woodward,0.0445,,60948634b7abb5004257528a,Art,Storyboard Artist
False,1,1329415,Crew,Samantha MacIvor,Samantha MacIvor,0.4065,/ztH9qxR7mknj8Rs2MCNhayA7n5l.jpg,64ee968a4b0c6300c426084c,Crew,Stunt Double
False,2,18866,Writing,Jack Kirby,Jack Kirby,3.0951,/nSD0Q3gt7SQpsqyScRoUp1Hjh60.jpg,64fe66486a222700e0f12f03,Writing,Comic Book
False,2,18996,Writing,Joe Simon,Joe Simon,0.344,,64fe665ce0ca7f012eb7c82a,Writing,Characters
False,2,1117748,Production,Stephen Broussard,Stephen Broussard,0.62,/ejtbqJKFgppX1iGlBl3L4P1kB9H.jpg,64fe66b2db4ed610430820eb,Crew,Thanks
False,2,87173,Writing,Craig Kyle,Craig Kyle,0.1618,/kXtY46kM9bS8AlTXC2rD4u58v58.jpg,64fe66c52dffd8011df0255c,Crew,Thanks
False,2,2538763,Directing,Matthew Fifer,Matthew Fifer,0.0831,/udrg1kNdHYp0VQBO79nNRY0Z1q1.jpg,62b3b9cda24c50047c1ecf92,Production,Production Assistant
False,1,7232,Production,Sarah Halley Finn,Sarah Halley Finn,0.8105,/jxECVz09YGZAg1AmdzfEkPm4xeY.jpg,539c4d08c3a36810c100214e,Production,Casting
False,1,20540,Production,Randi Hiller,Randi Hiller,0.2397,,539c4d1dc3a368653d001b31,Production,Casting
False,2,9546,Art,James Chinlund,James Chinlund,0.2096,/mWRFIANWscFd9FR28FEWEQ7YoDE.jpg,539c4d74c3a36810da002247,Art,Production Design
False,0,1330582,Art,Benjamin Edelberg,Benjamin Edelberg,0.1845,,539c4d88c3a36810b5002066,Art,Art Direction
False,1,1322017,Art,Jann K. Engel,Jann K. Engel,0.3014,,539c4d9cc3a36810e300208a,Art,Art Direction
False,0,1172441,Art,Gregory S. Hooper,Gregory S. Hooper,0.1896,,539c4daec3a368653d001b53,Art,Art Direction
False,2,1330583,Art,William O. Hunter,William O. Hunter,0.0338,,539c4dc0c3a36810c100216b,Art,Art Direction
False,2,20786,Art,Randy Moore,Randy Moore,0.4309,,539c4e08c3a36810e3002096,Art,Art Direction
False,2,6055,Art,Victor J. Zolfo,Victor J. Zolfo,0.1123,,539c4e35c3a36810c9002171,Art,Set Decoration
False,2,1329417,Costume & Make-Up,John Blake,John Blake,0.171,,539c4e66c3a36810b5002075,Costume & Make-Up,Makeup Department Head
False,0,1330584,Costume & Make-Up,Rhonney Greene,Rhonney Greene,0.2111,,539c4eb90e0a267a5a002b5d,Costume & Make-Up,Costume Supervisor
False,0,1330585,Costume & Make-Up,Angelique Paull,Angelique Paull,0.0949,,539c4ece0e0a267a56002c14,Costume & Make-Up,Costume Supervisor
False,0,1319134,Costume & Make-Up,Suzi Turnbull,Suzi Turnbull,0.0357,,539c4eea0e0a267a4c002a91,Costume & Make-Up,Costume Supervisor
False,0,12619,Costume & Make-Up,Erwin H. Kupitz,Erwin H. Kupitz,0.1142,,5495a319c3a3686ae90044bd,Costume & Make-Up,Wigmaker
False,0,1401821,Costume & Make-Up,Tijen Osman,Tijen Osman,0.0755,,5495a3459251416e1e003fad,Costume & Make-Up,Hairstylist
False,0,1401823,Production,Don J. Hug,Don J. Hug,0.0847,,5495a3729251413f75002ad7,Production,Production Supervisor
False,0,1401824,Production,Nadia Paine,Nadia Paine,0.0577,,5495a3909251412c4e002b25,Production,Production Supervisor
False,0,1401825,Art,Marcella Brennan,Marcella Brennan,0.0662,,5495a3abc3a3686af3003fae,Art,Art Department Coordinator
False,0,1357055,Art,Candice Muriedas,Candice Muriedas,0.0546,,5495a3d39251412c4e002b30,Art,Art Department Coordinator
False,0,1389131,Art,John Hoskins,John Hoskins,0.1019,,5495a4089251413af7002a30,Art,Construction Coordinator
False,0,1389128,Art,Nick S. Cross,Nick S. Cross,0.1145,,5495a4339251413f75002af0,Art,Assistant Art Director
False,0,1357047,Art,Aric Cheng,Aric Cheng,0.0853,,5495a48e92514130fc002f02,Art,Set Designer
False,0,1360093,Art,Tim Croshaw,Tim Croshaw,0.0924,,5495a4a19251412c4e002b44,Art,Set Designer
False,0,41890,Art,Marisa Frantz,Marisa Frantz,0.0768,,5495a4bb9251416e1e003fde,Art,Set Designer
False,0,1068055,Art,Jim Hewitt,Jim Hewitt,0.3447,,5495a4d192514132ed002a96,Art,Set Designer
False,2,1386908,Art,Jeff Markwith,Jeff Markwith,0.1146,,5495a4f79251412c4e002b51,Art,Set Designer
False,0,1336191,Art,Sam Page,Sam Page,0.5589,,5495a521c3a3686ae1004793,Art,Set Designer
False,2,4082445,Visual Effects,Nathaniel Caauwe,Nathaniel Caauwe,0.0666,,6534a45ac8a5ac00c509f005,Visual Effects,Rotoscoping Artist
False,0,1378220,Art,Jason Bedig,Jason Bedig,0.9915,,5495ff3792514130fc003723,Art,Leadman
False,0,1401884,Art,Yann Denoual,Yann Denoual,0.0673,,5495ff699251416e1e004793,Art,Sculptor
False,0,1401885,Art,Clark Kelly,Clark Kelly,0.0261,,5495ff90c3a3686ae100510a,Art,Sculptor
False,0,1401886,Art,John Millard,John Millard,0.0432,,5496000f9251417a810028d5,Art,Leadman
False,0,1401887,Art,Duncan Crawford,Duncan Crawford,0.107,,5496005e9251412c4e003310,Art,Sculptor
False,0,1347734,Art,Stephen Morahan,Stephen Morahan,0.0676,,549600c39251416e1e0047b1,Art,Assistant Art Director
False,0,1400488,Crew,Victor Morales,Victor Morales,0.0327,,549600fac3a3686ae1005125,Crew,Scenic Artist
False,2,1339446,Sound,Frank E. Eulner,Frank E. Eulner,0.2604,/w1kMhUQmksPKFjlmRcQY7buzGF3.jpg,5496015cc3a3680fc6002fdd,Sound,Supervising Sound Editor
False,2,900,Sound,Christopher Boyes,Christopher Boyes,0.5988,/tRNZcb36mHpVcVXsP1KFEEHJVK1.jpg,5496018d9251416e1e0047c3,Sound,Sound Designer
False,2,900,Sound,Christopher Boyes,Christopher Boyes,0.5988,/tRNZcb36mHpVcVXsP1KFEEHJVK1.jpg,549601ad9251412c4e00333b,Sound,Sound Re-Recording Mixer
False,1,1327030,Sound,Lora Hirschberg,Lora Hirschberg,0.2504,/8IJl1itNV99LhKg24yeIGHjYaQd.jpg,549601cbc3a3686ae9004daf,Sound,Sound Re-Recording Mixer
False,1,15893,Sound,Teresa Eckton,Teresa Eckton,0.1741,,5496022e9251413af7003237,Sound,Sound Effects Editor
False,2,1352421,Sound,Sean England,Sean England,1.1529,,549602549251413af700323d,Sound,Foley
False,0,1401890,Visual Effects,Jeff Atherton,Jeff Atherton,0.2368,,549602ce9251413af700324d,Visual Effects,Visual Effects Producer
False,0,1401891,Crew,Jeremy Bradley,Jeremy Bradley,0.0732,,549603019251413af7003253,Crew,Visual Effects Editor
False,0,1384368,Visual Effects,Daniel Brimer,Daniel Brimer,0.0825,,5496031e9251413f75003356,Visual Effects,Visual Effects Producer
False,0,1401892,Visual Effects,Mihaela Chifor,Mihaela Chifor,0.0168,,549603489251413af700325d,Visual Effects,Visual Effects Producer
False,0,1395320,Visual Effects,Sean Cushing,Sean Cushing,0.3442,,5496037692514130fc003779,Visual Effects,Visual Effects Producer
False,0,1401893,Crew,Lorelei David,Lorelei David,0.4718,,549603a1c3a3681153002fc2,Crew,Visual Effects Editor
False,0,113123,Visual Effects,Anouk Deveault-Moreau,Anouk Deveault-Moreau,0.0774,,549603c0c3a3680ff50036b6,Visual Effects,Visual Effects Producer
False,0,1401894,Visual Effects,John L. Jack,John L. Jack,0.0338,,54960422c3a3686ae9004dff,Visual Effects,Visual Effects Producer
False,0,1401895,Visual Effects,Kathleen Lynch,Kathleen Lynch,0.0571,,5496047692514130fc00379c,Visual Effects,Visual Effects Producer
False,0,1394753,Crew,George McCarthy,George McCarthy,0.0499,,549604a29251417a81002949,Crew,Visual Effects Editor
False,0,1347720,Crew,Aaron McBride,Aaron McBride,0.2732,,549604b99251413af700327e,Crew,Visual Effects Art Director
